date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:55:01	11948/11948	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257d049fa-2eac%22	http://myjoulebox.com/assets/js/jquery.poptrox.min.js	/home/boss/websites/France/myjoulebox.com/assets/js/jquery.poptrox.min.js	(from http://myjoulebox.com/)
00:55:01	9091/9091	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257d049fa-2383%22	http://myjoulebox.com/assets/js/skel.min.js	/home/boss/websites/France/myjoulebox.com/assets/js/skel.min.js	(from http://myjoulebox.com/)
00:55:01	12433/12433	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257d049fa-3091%22	http://myjoulebox.com/assets/js/util.js	/home/boss/websites/France/myjoulebox.com/assets/js/util.js	(from http://myjoulebox.com/)
00:55:02	3647/3647	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257d049fa-e3f%22	http://myjoulebox.com/assets/js/main.js	/home/boss/websites/France/myjoulebox.com/assets/js/main.js	(from http://myjoulebox.com/)
00:55:02	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2008%20Jan%202018%2022:55:02%20GMT	https://fonts.googleapis.com/robots.txt		(from https://shardest.com/)
00:55:03	237/237	---M--	200	added ('OK')	text/plain	date:Fri,%2017%20Feb%202017%2004:08:31%20GMT	http://s.w.org/robots.txt		(from https://shardest.com/)
00:55:04	52/52	---MCZ	200	added ('OK')	text/plain	date:Mon,%2008%20Jan%202018%2022:55:03%20GMT	http://shardest.com/robots.txt		(from https://shardest.com/)
00:55:05	456330/456330	---M-Z	200	added ('OK')	text/css	date:Mon,%2008%20Jan%202018%2022:55:04%20GMT	http://shardest.com/wp-content/cache/autoptimize/css/autoptimize_2a95180196b97b91709ab5d6cc18e7f3.css	/home/boss/websites/France/shardest.com/wp-content/cache/autoptimize/css/autoptimize_2a95180196b97b91709ab5d6cc18e7f3.css	(from http://shardest.com/privacy)
00:55:05	42/42	---MCZ	405	error ('Method%20Not%20Allowed')	text/plain	date:Mon,%2008%20Jan%202018%2022:55:03%20GMT	https://shardest.com/xmlrpc.php	/home/boss/websites/France/shardest.com/xmlrpc.php	(from https://shardest.com/)
00:55:06	2181/2181	---MCZ	200	added ('OK')	application/json	date:Mon,%2008%20Jan%202018%2022:55:05%20GMT	https://shardest.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fshardest.com%2Fprivacy	/home/boss/websites/France/shardest.com/wp-json/oembed/1.0/embed247b.json	(from http://shardest.com/privacy)
00:55:06	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jan%202018%2022:55:05%20GMT	https://shardest.com/?p=47590	/home/boss/websites/France/shardest.com/index2d5a.html	(from http://shardest.com/privacy)
00:55:06	2281/2281	---MCZ	200	added ('OK')	text/xml	date:Mon,%2008%20Jan%202018%2022:55:05%20GMT	https://shardest.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fshardest.com%2Fprivacy&format=xml	/home/boss/websites/France/shardest.com/wp-json/oembed/1.0/embed9608	(from http://shardest.com/privacy)
00:55:06	2642/2642	---MCZ	200	added ('OK')	text/css	date:Mon,%2008%20Jan%202018%2022:55:06%20GMT	http://fonts.googleapis.com/css?family=Open+Sans:300italic,400italic,600italic,700italic,800italic,400,300,600,700,800&subset=latin,latin-ext	/home/boss/websites/France/fonts.googleapis.com/css029a.css	(from http://shardest.com/privacy)
00:55:07	42845/42845	---M--	200	added ('OK')	image/png	etag:%228f4d2364e4a8624d9dae666ab9a24501%22	http://res.cloudinary.com/hrscywv4p/image/upload/c_limit,fl_lossy,h_9000,w_1200,f_auto,q_auto/v1/316385/desty_Transparent_1_aqrezt.png	/home/boss/websites/France/res.cloudinary.com/hrscywv4p/image/upload/c_limit,fl_lossy,h_9000,w_1200,f_auto,q_auto/v1/316385/desty_Transparent_1_aqrezt.png	(from http://www.destygo.com/technology)
